# Gene Family	ERR1857004_Abundance-RPKs	ERR1857005_Abundance-RPKs	ERR1857006_Abundance-RPKs	ERR1857007_Abundance-RPKs	ERR1857008_Abundance-RPKs	ERR1857009_Abundance-RPKs	ERR1857010_Abundance-RPKs	ERR1857011_Abundance-RPKs	ERR1857012_Abundance-RPKs	ERR1857013_Abundance-RPKs	ERR1857014_Abundance-RPKs	ERR1857015_Abundance-RPKs	ERR1857016_Abundance-RPKs	ERR1857017_Abundance-RPKs	ERR1857018_Abundance-RPKs	ERR1857019_Abundance-RPKs	ERR1857020_Abundance-RPKs	ERR1857021_Abundance-RPKs	ERR1857022_Abundance-RPKs	ERR1857023_Abundance-RPKs	ERR1857024_Abundance-RPKs	ERR1857025_Abundance-RPKs	ERR1857026_Abundance-RPKs	ERR1857027_Abundance-RPKs	ERR1857028_Abundance-RPKs	ERR1857029_Abundance-RPKs	ERR1857030_Abundance-RPKs	ERR1857031_Abundance-RPKs	ERR1857032_Abundance-RPKs	ERR1857033_Abundance-RPKs	ERR1857034_Abundance-RPKs	ERR1857035_Abundance-RPKs	ERR1857036_Abundance-RPKs	ERR1857037_Abundance-RPKs	ERR1857038_Abundance-RPKs	ERR1857039_Abundance-RPKs	ERR1857040_Abundance-RPKs	ERR1857041_Abundance-RPKs	ERR1857042_Abundance-RPKs	ERR1857043_Abundance-RPKs	ERR1857044_Abundance-RPKs	ERR1857045_Abundance-RPKs	ERR1857046_Abundance-RPKs	ERR1857047_Abundance-RPKs	ERR1857048_Abundance-RPKs	ERR1857049_Abundance-RPKs	ERR1857050_Abundance-RPKs	ERR1857051_Abundance-RPKs	ERR1857052_Abundance-RPKs	ERR1857053_Abundance-RPKs	ERR1857054_Abundance-RPKs	ERR1857055_Abundance-RPKs	ERR1857056_Abundance-RPKs	ERR1857057_Abundance-RPKs	ERR1857058_Abundance-RPKs	ERR1857059_Abundance-RPKs	ERR1857060_Abundance-RPKs	ERR1857061_Abundance-RPKs	ERR1857062_Abundance-RPKs	ERR1857063_Abundance-RPKs	ERR1857064_Abundance-RPKs	ERR1857065_Abundance-RPKs	ERR1857066_Abundance-RPKs	ERR1857067_Abundance-RPKs	ERR1857068_Abundance-RPKs	ERR1857069_Abundance-RPKs	ERR1857070_Abundance-RPKs	ERR1857071_Abundance-RPKs	ERR1857072_Abundance-RPKs	ERR1857073_Abundance-RPKs	ERR1857074_Abundance-RPKs	ERR1857075_Abundance-RPKs	ERR1857076_Abundance-RPKs
K00008: L-iditol 2-dehydrogenase [EC:1.1.1.14]	5.0085339998	8.5532591728	0	11.78304213	0	0	22.1894896983	8.0080779016	0	0	9.8444741643	0	172.97268579270002	53.871952256	145.2876001111	42.54606894	40.4136897781	53.1819119069	14.0210775331	0	28.4506986516	9.340066819	109.8422194999	0	66.9664406862	19.561258052	0	9.455999863	20.281680304	0	46.9579436153	317.2623827018	32.06493835	61.029193844199995	4.2043772801	33.6672142551	29.7365067293	165.2408018419	0	52.4736819886	0	0	6.8688128739	7.0651220347	13.1655318128	0	37.8914352908	22.22407636	0	4.5413839919	0	101.0860950174	37.7649337504	23.5580881224	9.0200479389	73.5669638702	11.7796068372	102.117927625	31.6106518332	0	46.1026709536	73.1782862169	12.0250571394	40.697203793300005	23.234518039	26.9083708822	0	8.0210571595	0	310.7546929674	55.519136992499995	29.1370646785	10.4940459858
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	0	909.8269916834	11.0257140225	14.3963453202	5.4286494734	608.2253444865	15.3652272195	26.8238988328	44.1308688327	232.9581144615	9.0441224586	20.6299760182	205.9893440857	26.335404715499998	72.7855798796	153.3465595699	192.289203456	180.4693626216	0	77.9907816987	168.0945082885	16.425783727	102.8283159087	6.5077556124	17.2754064335	264.65344729410003	4.1153535927	28.5252427209	73.8094563561	0	0	197.3293746791	192.3994304585	207.76860812290002	55.6574057963	25.8911750284	16.506237803399998	261.0057998248	77.6659398345	87.5098570336	1.4677303712	21.1215478899	54.2302266808	23.9628114212	74.3752157205	43.9353909325	374.41489032740003	131.3834827761	28.7946198102	183.9936057621	53.2436270225	420.9494665313	94.9236037108	115.2453044172	30.9220639767	245.09212977919998	11.5181621052	199.0695867422	52.885831132099995	26.4474337818	382.2728355932	112.3147273589	9.0469115093	48.534430236000006	91.1876997182	79.9512237264	9.9486022263	31.1737159361	22.0748367364	336.3362625623	97.35020121560001	136.8015907641	87.3415837191
K00010: myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	27.3046632918	262.6154821389	23.631812903700002	19.8981698017	44.1400928606	103.2901762635	43.627594419400005	63.2308104235	90.3874254797	146.515463918	54.4184168035	69.7273716533	107.3193131175	155.2246833224	181.4767497644	343.7143754913	22.8990476121	62.241186741	22.596751898	161.20317850959998	14.1616293788	29.5744128843	65.752256045	119.8823162607	65.0439808723	150.54838990620001	40.8711250411	32.633561134	136.9806351204	24.880574113500003	11.997239324	472.1376634694	45.1773991493	117.5209068806	108.24774644300001	86.78400637749999	21.143603718	5.6326903444	83.6102732946	30.502409695	0	249.7269286056	75.63387219879999	16.4318736096	38.5576258177	83.7560206109	418.660738775	66.7464967195	92.87373203039999	195.7161430244	47.4176330799	107.7542141892	43.2159240474	79.429836201	57.3884451021	76.3424442682	44.8597214608	63.444152438399996	148.2337850037	45.3588882286	8.7074900821	178.3204323726	277.1881817934	27.3549103541	90.9735520584	104.29432449789999	82.7650294096	70.923975257	53.5258351141	329.358621984	247.79684358880002	200.6886207914	187.5378035147
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]	529.4325353674001	1698.9158117424	393.2422954338	227.18064638479999	1205.2541927836	976.8264672318	1441.9683671577	455.8717817448	201.1915278255	478.464450674	859.8995840335	419.1659613009	458.20951246799996	696.0543263641999	422.7823525301	1045.0283620891	1491.5161372599	625.5539011241	724.2443249227	383.2064617728	933.4062265947999	642.0669095096999	1357.2318431819	757.7508433649	848.0665944885	415.0885818513	393.4770887075	1104.8199682877	1114.1587718132	136.4919063472	2458.5871270685	671.738147905	1312.7009774285	363.3777016575	626.2251749259999	671.4363177711999	1858.3759379731	2502.7434938484002	936.4253922837	2191.5438008051	318.16933575080003	1030.1643353635	415.72528347509996	772.7719450119	430.7655578046	1417.6246259685	524.7070987199	825.8153562587	1142.2733974924	818.5912815575	661.1514075604	235.6365278604	369.2358944953	442.26980713959995	632.3562783465	2040.8160115299	1868.6193054904	3587.6720352503	2132.8430126687	275.7626776787	1046.5540997208	444.22082466579997	355.89422044869997	746.605749108	1880.5126419353	694.9213027503	292.6139920469	552.8697202837	478.6193685953	1204.0591616366	723.8844825706	653.4137756016	565.6691481756
K00013: histidinol dehydrogenase [EC:1.1.1.23]	603.7720419913	2068.8157087928	586.897618612	297.6074189533	1634.8458486634001	1152.1106821263	2017.6863879632	296.1486763426	388.13683154570003	1001.8374662784	1205.1361878859	916.4102125039001	864.3077940489	901.6011931265	745.1970407512	1008.2513369504001	1427.0129439167	749.2064269166	1556.0389394539	329.85250199840004	855.0068110044	890.3096418327	1661.9691995416	1061.8778952911	831.448476206	857.5701527447001	652.3914872554	905.2128952738	1471.5478938074	296.35741755690003	2173.2347874085	1886.4795571659001	1442.0447373737	752.7975234701	1773.476525562	1050.3489483932	2030.3403736911	2548.2465234524	906.4276640638999	2583.8253400805997	848.6266930245	1275.3059669767001	709.449026788	978.4135367043	112.2641495363	2031.9254855606998	950.7475175159001	698.080355866	759.0075451913	1333.1665240692	533.6406008213	592.590813085	437.8905929243	1148.777228493	340.8767744792	2330.7134697477	2381.933728101	4220.0413687776	2218.1759463194	354.9912804611	1446.0357792147	594.2324549402	558.2167289215	1493.0156940965	1674.8559682562	551.2725717928	195.4088965978	789.5201548374	457.8773480275	1643.0401854107	1225.6847195941	2201.6804743381	837.1495892213
K00014: shikimate dehydrogenase [EC:1.1.1.25]	652.1320672167	3084.1630590078003	986.626238196	705.0062035564	3486.5622687402	2248.9955453136	2876.6150303078	427.46706722000005	804.2695638338	1586.9127313515	1721.4758980776	2370.0003975359	2243.8482305686	1565.5571086519	1647.6115331566	2164.148551211	2699.0533228809	1915.4085432054	3007.675084017	329.3694659986	3876.9301034351	1135.5648226169	7492.5953087914995	2103.317803241	3084.6315823971	1828.0120497737	964.2736802649999	2628.3976515315	3336.8408783826	427.48421125790003	4545.5609796483	1598.7252870137	3211.1698529473	1270.018681204	1838.0587921459	1726.8436058826	3052.3158008235	4739.8944028051	2264.3640117074	5789.0898197214	1168.7418369028	1958.9431546714	555.0654713509999	1596.4971743937	617.2139118248	2522.6873015298	1852.3303751692	1900.7241622445	1409.641901746	3464.7450846007	1047.8308022334	875.0042363905	592.3751188012	2197.1869906929	761.3028982488	3723.2550023485	4839.2497826622	8150.5146702478	3702.3333436873	519.0159306456	2978.5535327297	2293.5432349177	1104.631966831	2384.7617310711	4150.976388741	1608.9035075022	431.5275981845	1235.504350027	839.3172685924001	4137.0122678496	1846.1444219812	2460.185450108	2235.9308266118
K00015: glyoxylate reductase [EC:1.1.1.26]	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3829220713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6136101499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4868000217	0	0	0	0	19.0350511061	0
K00016: L-lactate dehydrogenase [EC:1.1.1.27]	164.67315083789998	578.5435659878	358.7601524442	92.0883571801	578.1531310792	2328.1136607604	365.31835338229996	616.2937716434	515.23116924	271.7273955012	503.5388704275	673.5851801031	470.15980237910003	411.17590120470004	201.0904355148	124.7727041667	545.3177669844	282.8976432489	305.8050620026	413.6096005466	400.4527736792	46.416939075	849.7776161471	228.42996549330002	1281.2466886933	629.2774294933	311.7649473428	38.1051495654	60.0938162601	95.3521617492	122.4915234553	948.9603473428999	737.9823235704	306.336712595	1003.7786157195	409.5127328466	837.1015684166	2990.6422251278	381.6860314387	1468.5050452483001	82.1179622353	70.4501886975	223.5394293441	803.4973501131	729.1738229818	349.43694422699997	406.14957380870004	430.8059951826	758.1333880473	217.1312215781	92.2339835727	277.5851078019	471.58296359080003	126.91048339710001	75.313417842	240.1492399471	235.51315582269999	3693.7111962051	606.1333563249	141.2719128316	398.1800047665	453.6882061893	69.9993400319	88.5170564891	927.6634895822	115.9251971157	80.2810800102	614.2504723136	185.86227464930002	443.0926780112	429.5892185495	4283.6284729727	762.6346942138
K00018: glycerate dehydrogenase [EC:1.1.1.29]	26.0465389991	481.58252583020004	51.6433806446	16.4730051099	59.7449778108	265.90556003250003	113.31157775850001	106.4356261185	237.6095604806	182.6986315934	86.2562811779	81.2371657661	622.1395874547	181.049662136	264.1983300538	42.4663300369	429.79201672470003	318.244885833	115.365863296	17.2423887349	174.8301788166	71.7221459375	117.74932730379999	490.29956189989997	78.02154259059999	553.7238923320999	90.20079870149999	126.685867845	60.5090588604	29.5286686536	314.1739752494	56.760075969	292.1366391539	106.5463556477	461.5899262596	108.1797784901	422.9234136661	212.18571372449998	131.5238998475	191.0785578626	36.2758599478	288.5932962109	64.7377916928	545.8889629688	100.6415813906	149.109657108	1099.1381607711999	141.6655196701	292.3176750717	293.7223789072	236.2016522669	344.49729780200005	207.47191809199998	165.8562861086	82.8770134544	194.2914568964	440.7502660532	80.6963263664	160.4993737489	27.735843275	115.19435519139999	190.694027625	212.4243352498	67.8250430074	105.3596657933	364.0141317508	97.06376267990001	275.2513858635	165.8505178359	614.6773844708	352.4253898742	452.0185288063	472.8376849854
K00020: 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	0	0	0	0	7.1827636593	56.1311252199	0	0	10.9964663129	10.369427619	8.3717868799	29.4820613169	15.5490903655	0	0	0	0	21.3856792648	0	0	20.1722054354	0	0	5.9844871372	9.4376095965	23.3975156101	0	0	0	0	0	17.2994482603	0	15.490711397	0	0	0	35.9898677228	0	0	0	16.1709495488	8.3739447844	41.483534571599996	25.2487736057	0	31.1066070965	0	526.4814797299	0	33.6022039486	11.6647644065	0	19.4335113526	26.0120601261	0	12.9015294758	0	0	0	0	12.8318031315	14.8969313851	18.5881812479	20.7405136108	18.1498400357	13.7558224616	0	15.5595544018	27.806130014	9.0757578812	49.8619593386	32.400255184
K00021: hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.290564492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00024: malate dehydrogenase [EC:1.1.1.37]	640.1977500585999	4505.7416030552	709.4960047679	498.7968267109	3867.0428079443996	1163.8909397795	2901.5778255721	241.7865717999	944.9068858365999	526.7458430276	1460.732535526	2346.7172098695	1615.1211823680999	2039.3758061185	2128.5788983753	2474.6574623144	2320.8555455887	2686.9133323715	2989.1902737804	128.0327141843	3605.2804835874003	1463.9397461475	6888.9831827484	3841.7381531778	1978.8236781215	808.3336739358999	835.8049658532	2204.2978249054	3200.0716114399997	306.15215797269997	4266.545208447	1760.0258224157	2310.2551427536	711.9699365086	1769.6808778187	1764.7009011881999	2998.0856239927	2990.9621878239	1638.0851759101	4500.3478227907	848.2170999225	2017.5962115657	599.6008702208	597.4421362173	191.3485646728	3677.2855612149	1488.6295808839	791.164090503	781.3899507437	3467.7633444335997	744.0389104682	1666.5158735659	249.9648896521	2253.9950675484	520.8663725355	4551.1534967829	4855.0113002046	4330.4333728806	4767.745774131	472.5901953518	3087.5618839264	2216.394190444	1199.9669419265	1487.2899234070999	3632.3057929163	2960.5943909136	330.0770912534	886.2483469402999	738.6691869349	3072.2789985422	1212.5984076691	2276.363141025	1762.3925972215
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	26.2333800698	861.2787336165001	101.3769750625	48.1334586862	253.8734598611	429.7283502401	118.6582320277	280.1947870797	52.73777102059999	513.9862569320001	152.8867853379	53.2156293094	89.6354971877	55.825793427899995	76.4731769577	97.0213150456	207.2816778418	78.7235433089	103.2289821673	77.7693794981	95.6447247134	32.3061479382	363.6022260586	181.5303780679	529.5807883306	18.7346642698	83.0963149881	49.050380774800004	62.3670023982	109.846020212	123.2291401748	306.9664881573	192.4488957106	13.6169260161	194.93643534310002	17.6829804669	398.0969521965	914.3252350065	167.1737012936	575.7494884097999	100.4252742697	49.502746829399996	22.1249813633	41.9654615777	48.3710674621	255.3642212396	58.5881585816	392.4695183273	176.3228128381	50.1258711105	67.4245967306	272.2136871627	71.02034123530001	44.0884777839	250.1130393973	101.3898382912	22.367200604	1389.5305669896	210.5252416353	10.9095620128	132.7019587225	68.7552116503	188.9642127276	26.6091877731	301.195395433	52.0023605833	20.0361660012	76.1167601187	21.2223388867	16.7580236681	290.0201887997	289.44076910940004	66.154091056
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	0	248.4244540413	34.749637734000004	26.2084474829	28.5450061135	102.4232636808	0	0	39.9659593744	155.7969837544	30.7761889986	38.6115248508	38.8563732646	97.1828340274	15.6226043333	15.346567119	40.4070875228	87.5126266115	32.5886288437	0	0	28.9099810037	2.525332889	218.9146960721	29.5132842276	50.2523667994	60.3649120985	55.8084705733	86.4939974392	33.1303695644	107.5173725986	31.3541225983	18.7268952643	60.5804639653	0	13.4641802258	48.5469302701	2.7031553416	16.8401050055	2.39247268	7.5737609921	270.5911745611	12.1661251346	80.6414552424	3.2568050779	181.0987470327	65.1523622457	47.207929533	53.7553297947	103.88408158620001	19.9428412746	60.4896473961	26.1792764496	99.1307150253	61.7034514833	76.1909358104	39.5932913379	340.7192390558	93.0152984779	12.0080977545	0	56.0809411065	57.1127550404	0	168.654186065	139.0083682016	35.4089985508	42.5014339318	33.803996155	339.1005985957	163.3561602865	19.869058419	166.66815500130002
K00030: isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	38.5759700669	112.8471369548	116.61510069990001	49.7489853294	239.7494459697	318.7294446697	113.7836883022	18.6608570434	81.8010173865	82.8830906029	175.3150692708	50.7178499874	129.1209588028	39.8524026598	31.3726880352	14.617401025	137.5882966568	65.9489620353	93.587926384	97.1886335744	64.7448024695	28.3363292812	337.042308966	36.8395930406	523.7352523976	9.8192008917	93.2820021529	55.9043447345	12.4367535016	0	67.3184131167	377.8172723441	190.02958072069998	15.5494185178	190.9124698401	20.7329156047	367.26943431300003	762.2848464378	213.77054472679998	532.3645718088	15.5489177815	0	38.8121567719	57.0906644789	51.8163895113	23.158557529	49.2222751892	0	221.9911611405	29.5122524523	43.5063635674	98.7231416176	38.8666290808	14.947778710600002	55.8850478407	92.3974310657	35.7388725355	1362.9620725678	205.6397236974	0	45.5588194795	67.1840338069	80.3727587023	12.4413003244	301.172211946	25.9073719156	22.2369394471	64.1351155991	36.348154339000004	12.9565950061	26.3549814181	271.785212333	79.70894587949999
