# Pathway	ERR1857004_Abundance	ERR1857005_Abundance	ERR1857006_Abundance	ERR1857007_Abundance	ERR1857008_Abundance	ERR1857009_Abundance	ERR1857010_Abundance	ERR1857011_Abundance	ERR1857012_Abundance	ERR1857013_Abundance	ERR1857014_Abundance	ERR1857015_Abundance	ERR1857016_Abundance	ERR1857017_Abundance	ERR1857018_Abundance	ERR1857019_Abundance	ERR1857020_Abundance	ERR1857021_Abundance	ERR1857022_Abundance	ERR1857023_Abundance	ERR1857024_Abundance	ERR1857025_Abundance	ERR1857026_Abundance	ERR1857027_Abundance	ERR1857028_Abundance	ERR1857029_Abundance	ERR1857030_Abundance	ERR1857031_Abundance	ERR1857032_Abundance	ERR1857033_Abundance	ERR1857034_Abundance	ERR1857035_Abundance	ERR1857036_Abundance	ERR1857037_Abundance	ERR1857038_Abundance	ERR1857039_Abundance	ERR1857040_Abundance	ERR1857041_Abundance	ERR1857042_Abundance	ERR1857043_Abundance	ERR1857044_Abundance	ERR1857045_Abundance	ERR1857046_Abundance	ERR1857047_Abundance	ERR1857048_Abundance	ERR1857049_Abundance	ERR1857050_Abundance	ERR1857051_Abundance	ERR1857052_Abundance	ERR1857053_Abundance	ERR1857054_Abundance	ERR1857055_Abundance	ERR1857056_Abundance	ERR1857057_Abundance	ERR1857058_Abundance	ERR1857059_Abundance	ERR1857060_Abundance	ERR1857061_Abundance	ERR1857062_Abundance	ERR1857063_Abundance	ERR1857064_Abundance	ERR1857065_Abundance	ERR1857066_Abundance	ERR1857067_Abundance	ERR1857068_Abundance	ERR1857069_Abundance	ERR1857070_Abundance	ERR1857071_Abundance	ERR1857072_Abundance	ERR1857073_Abundance	ERR1857074_Abundance	ERR1857075_Abundance	ERR1857076_Abundance
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	2726.1384140013	9351.3902190460	2555.1765805686	1715.5387321584	2616.1705054752	4495.8310743252	2886.0983531423	5835.2391322796	4445.9031939683	7629.7085022337	4269.7032348626	4751.8531374798	8853.4074297713	3092.6067984326	4801.0327299039	3388.7168826319	4234.0006576994	5540.1349820971	2128.0551369372	1304.0695609722	4200.8602736115	2147.2994557070	1925.3497769413	5663.2116015065	3559.3166576046	12835.8220161379	3642.4963805529	3754.7815836734	4912.4331002640	2988.9435025630	5860.3644540787	8867.4834916565	5167.4620672056	7206.0153893451	4926.0105900621	4481.7088163445	3201.5535177245	7223.6942393490	5605.9132295039	5433.0052383759	3228.3960553391	3704.1577815321	3457.7761488160	8127.3306920917	5730.7231598333	3511.9359864796	7820.8473585647	5909.5270735914	4611.5886996557	4765.5542649548	6523.6430170066	5599.8699510034	4801.8509798038	5992.9206177839	4869.9443008486	7030.5078899067	5508.7148994357	4192.7312230898	5940.7776938785	861.7878252181	6515.9728659566	6286.4220618993	5627.4492498957	4825.3312541791	5763.2918546226	6672.6979098256	1877.3623418515	5421.2211886446	3611.9834211639	7493.1227358451	6467.3237222611	7714.5414659642	7533.6361016800
ARO-PWY: chorismate biosynthesis I	3523.6407852756	10360.7591908115	2890.9062258869	3330.1689759491	5302.0864874908	5373.4573491036	5052.7436244895	6453.1907049901	4903.0720558328	9486.9735587881	6387.9117848597	5960.2206603641	9726.2215952763	5565.5757598568	5960.2005360262	4824.5120942510	5777.0701146659	6986.4601264999	5199.0380679230	2360.5127334470	6771.0998594863	4139.9004582572	8570.8560535253	7270.1636216952	5088.3339520097	13284.6189973476	5073.6051654606	6568.1736560445	7456.3736247496	4753.3251569112	9103.6127626060	9423.9102271499	7371.6927889053	8189.9400723172	6526.2976943226	5639.2704607821	5873.1180544706	9325.3289405310	6596.7655480627	9355.6336120124	4832.1377930992	5654.7505054645	4735.5575654606	8751.4165835326	7786.5117261193	6475.3367493085	8178.3096304760	6000.8555984130	5797.6889282969	7162.2946549991	7095.6575235569	6036.4754860448	6207.3651348333	8027.6932692516	6380.0663435898	10437.4203469011	8912.5266976537	9414.7440181213	9336.6340576149	1243.4461731863	8526.7526587673	8540.9111719578	7982.1004186159	7825.6031263678	9128.7305989755	8112.7487985042	2642.4966081763	6061.0647643075	5271.4982289489	10608.7158137424	7767.8174432702	8469.8096753924	9210.7658072429
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2819.9661591961	9154.1918619500	1332.9493830590	4192.1419499133	3949.7750611471	2501.3194005560	4077.3068447714	2467.4671832472	1509.0784446886	3831.5585832390	2879.8724830389	2903.0500636590	3456.8269889302	3058.1220852826	2761.9699693720	3423.1715586006	2736.8852986154	3649.6567598348	3185.3110762808	5199.1106623652	3690.2851323208	4220.8373632747	7746.7549187362	3766.0654528700	2322.0085828030	3294.9260611536	3299.2120880429	2980.8458851279	4060.7950786993	1897.6933174436	4623.1123061996	3876.8637164581	3583.3242548132	2352.2625316076	3732.5378647563	2507.9426726702	4277.4908621474	4945.7037603482	2910.1289348408	6539.4305682754	5277.2054478480	3359.8637754940	1828.6616204872	2916.5066034262	3172.8489009528	5104.8590898180	2257.5219733704	3455.2718551185	1832.5280602954	3879.3812196744	1707.7264940285	2823.9396705851	4133.8653256803	3942.6642985359	1678.5331463894	5562.1641730079	5805.4711706802	6081.6641896759	4990.4104360955	1062.3293831241	5777.8482927160	2870.4101147233	3302.0070025782	3653.2249292001	4078.2800567820	3688.4731607387	2015.6220891224	2125.2561817440	3142.7071021493	4823.5419314267	2897.0968497291	3461.5893094403	3218.8844344052
AST-PWY: L-arginine degradation II (AST pathway)	0	2092.7068096813	0	0	0	48.3032687621	0	0	0	0	0	0	0	10.9583197671	0	74.6598512338	0	45.8507079529	0	0	0	0	68.8902804416	53.9109895129	0	0	0	0	0	0	0	370.2861610265	0	32.4194015592	0	0	67.0462192949	14.5641277209	0	238.8686842564	0	0	0	0	183.2632832276	0	0	280.6175330342	0	0	0	494.3252605294	0	0	13.6022781455	0	0	60.0321613931	24.1003530763	117.9766499227	452.4683174740	0	0	0	0	0	0	0	0	47.1737613068	0	4.9654994287	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	473.2160619349	6766.9464136105	672.0868483894	386.0664704061	1265.0377507008	1635.3175388396	2617.2525762315	443.9973638437	605.4537096034	596.0919111513	1578.8299183748	1367.0265613162	250.2254611344	961.0950263210	1643.9291086734	1908.4880364144	1469.7040644604	1514.3771559010	951.8004052173	273.7007933836	1424.6533730982	637.0263500508	2357.7493260478	1947.2870798336	510.1874622072	1064.0564280473	405.2991711534	928.3393987939	878.3117289134	369.5190828552	2720.1494462163	2619.0441837660	912.2877910388	666.4625505014	1386.3537213818	1477.1176230931	1783.1896730251	2134.0412768178	1167.0298315315	3769.3122521540	514.4733144165	752.4321420498	660.6779756214	720.3101839482	1593.5748484567	1803.7802209146	649.1577227031	1766.4378239768	749.6292095472	546.8612103814	574.9599830660	2913.7444256698	376.9433183767	1065.0378790922	484.0270676824	2857.7154275878	3019.1253410488	3087.4079584043	3435.5205966495	695.9291068739	2989.7979490839	1593.1514876486	729.7790807118	1463.8053381641	1023.7860138443	168.6388375809	320.1245579194	536.0857319542	561.2950913578	2428.4608862630	1393.1002838100	2776.3996132794	1037.4624293844
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	5233.6807102744	11778.6178734950	2015.5244930114	6687.4408747516	4823.5714574338	5152.4650176045	3984.1022730606	5836.6440271753	3979.8788291688	6626.5578106936	4585.7518909358	5197.3603673947	8433.6398859035	4564.8787566019	4917.0008843694	4085.7528642401	5371.1717624481	6715.3742341080	4303.9776627700	8346.3116781570	6410.5539860706	6337.3524306905	8517.3500492327	6906.3039243619	4703.9223637842	10701.5435363231	5849.7951773502	5327.7007856390	6322.1420164942	3305.1963292230	6398.1960287899	8606.0342730507	6762.5511346945	6967.1943381050	5577.3223644966	4491.1248009513	5283.4564607771	8096.9084360220	5112.6633693856	8272.5447404924	8713.7909864165	5104.4121342137	3242.3593366994	6888.7082213493	8938.2889170603	5308.4363466882	7967.1080783066	6612.8185536803	5094.2406739109	6385.4113914941	6364.3333253782	5360.0714697827	8046.9135763838	7895.2050107778	4369.2770640550	9152.0149351694	7727.2301934136	7769.6610057625	7879.2515193115	1251.9941085650	8096.0970487917	7274.5008913925	4984.5603369343	5084.7381815725	7570.6095079003	5856.2718528316	3623.7435068771	5367.1731171481	6591.5976547024	9446.2681308100	6577.2219194389	8425.4333932844	8235.5558371139
CALVIN-PWY: Calvin-Benson-Bassham cycle	4067.9223754607	11668.4206522650	2359.3262051833	4592.7064149642	3624.7188474135	4823.9581046256	4035.7531771932	5392.6692185495	3581.8109479217	7752.8977876581	4844.0678163912	4368.6590599476	9129.4011748280	4129.6366441792	5783.4617049429	4645.5728768259	4107.1979890772	5981.8799364386	2674.8826671364	4667.7297370391	3147.9398476089	4374.7341291013	4664.1618645612	5567.7695781272	3756.5191338756	10815.6113021579	4174.9662487467	3710.1753606880	5447.4308277665	3893.6231379538	5753.6465918590	8885.8248849031	6413.3696851746	6941.2341408245	5259.2237994022	4281.6951086273	4467.1945302409	8268.8720493542	5763.5975660555	6769.8151078085	5846.6806787100	4847.3025108830	3894.0131354202	8193.2640657271	7133.1531179760	6043.8724082562	7907.7881647801	6072.2866852507	5266.0077014598	5446.2495434487	6167.6961981320	5688.4772819903	6163.2815467608	6869.1544169993	5079.4325598956	8096.8277890730	5540.7485339304	7809.9011424353	8024.0942967797	1187.3610746149	7866.0552459647	7152.7818740478	6292.9396779860	6043.9200253716	7294.5611571423	5892.0770631293	2785.7398399632	5522.1133731425	4918.4503657545	8526.3680400120	7262.9769429218	6772.5944323961	7359.0265790078
CARNMET-PWY: L-carnitine degradation I	0	338.3913453944	0	0	0	3.2262171865	0	0	0	0	0	0	0	0	0	13.8412110002	0	0	0	0	0	0	0	6.5559330926	0	0	0	0	0	0	0	0	0	0	0	0	12.5048751452	0	0	30.6029925545	0	0	0	0	6.3115082686	0	0	28.6489012565	0	0	0	89.2721462726	0	0	0	0	0	14.4847368178	1.8985098786	6.3540332273	96.8279395840	0	0	0	0	0	0	0	0	2.8322615241	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0243981668	0	0	0	0	0	0	0	0	0	0	0	0	32.7897004977	0	0	0	0	0	0	0	0	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	348.8593860332	583.3989177778	174.0997905964	175.6585752590	221.5085500051	273.7507212461	204.3891390607	429.0151380842	280.1238837173	527.3110892928	310.4019702165	189.9840390378	1073.5965129663	240.9807127330	100.0915463305	186.8219837177	239.3888795903	585.4955159110	166.3408016291	117.0417916748	435.8744557393	190.2102896942	42.7309346434	332.5368859792	92.4777339846	426.0245749395	310.0662859431	136.2069325986	378.0789911919	159.7077516692	590.1249048616	610.3289192558	608.8692625881	1188.7678168176	284.9725367822	207.5823314566	200.0076031026	866.0087798646	371.7566178874	470.5044215039	276.5646640784	393.4878325962	183.9797966162	811.3821247892	175.5182951858	250.8363051609	543.1947340066	315.5945510708	642.9888618936	239.5121442852	727.2359162388	431.7641335243	454.9407445979	462.3660598715	400.5069684299	539.5648393861	255.4302788638	330.1921993110	126.1271864373	22.7906706190	287.3082513787	585.4651393798	154.1693087181	293.2711478929	300.9967286883	434.9113573876	172.4357826509	511.8876537207	405.3616298427	581.9826933275	443.4260148105	422.7837739722	636.4761945236
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.6959325206	0	0	0	0	0	0	0	0	0	0	30.1674741880	0	14.9889272181	0
CITRULBIO-PWY: L-citrulline biosynthesis	1570.1469038573	6885.3485216763	1081.1325176300	892.9426908013	3491.5718564821	1201.7765921145	2853.2159944345	822.3605882482	1355.6582186857	784.4094500240	3211.3181264677	3596.6168577000	2664.4101644734	3034.8003578696	3015.9850589648	2972.3184815912	2515.8302709220	2748.9419644467	2747.7846791528	401.9440371530	4256.0753177583	1846.7351028873	3409.0001476436	3171.1549545160	2221.7171853484	1959.9976173439	1125.7887251327	2002.2612390429	4605.5709578062	1282.1922049948	4818.7682514556	4354.2836311803	3634.5907488157	1460.9013870346	2851.5782631765	2827.0917158742	2442.7594921777	5755.6798363136	1895.9103525127	5995.5095599178	1828.0468176247	2351.0819537329	1263.8765847211	1606.8957132940	752.4779437477	2691.2917610535	1826.0811297273	1398.0802921210	998.2362506078	4601.8944961229	1311.2687115971	2886.2650724925	1236.0183775230	3823.5367222232	442.9641748807	6462.7831047797	4475.6132342465	4997.8742361842	3996.7863599822	570.0379647959	3174.6009036630	3722.4079493831	1910.9340161931	2610.9404459176	3117.5239912045	2157.5447183780	443.7910753688	1532.4684854975	1095.1683544371	3629.3869737664	1275.5788561757	4274.0022732111	1628.4279248915
