# Pathway	ERR6910909_genefamilies_ko_Abundance	ERR6910910_genefamilies_ko_Abundance	ERR6910911_genefamilies_ko_Abundance	ERR6910912_genefamilies_ko_Abundance	ERR6910913_genefamilies_ko_Abundance	ERR6910918_genefamilies_ko_Abundance	ERR6910919_genefamilies_ko_Abundance	ERR6910920_genefamilies_ko_Abundance	ERR6910921_genefamilies_ko_Abundance	ERR6910922_genefamilies_ko_Abundance	ERR6910923_genefamilies_ko_Abundance	ERR6910924_genefamilies_ko_Abundance	ERR6910925_genefamilies_ko_Abundance	ERR6910926_genefamilies_ko_Abundance	ERR6910927_genefamilies_ko_Abundance	ERR6910928_genefamilies_ko_Abundance	ERR6910929_genefamilies_ko_Abundance	ERR6910930_genefamilies_ko_Abundance	ERR6910931_genefamilies_ko_Abundance	ERR6910932_genefamilies_ko_Abundance	ERR6910933_genefamilies_ko_Abundance	ERR6910934_genefamilies_ko_Abundance	ERR6910936_genefamilies_ko_Abundance	ERR6910937_genefamilies_ko_Abundance	ERR6910938_genefamilies_ko_Abundance	ERR6910939_genefamilies_ko_Abundance	ERR6910940_genefamilies_ko_Abundance	ERR6910941_genefamilies_ko_Abundance	ERR6910942_genefamilies_ko_Abundance	ERR6910943_genefamilies_ko_Abundance	ERR6910945_genefamilies_ko_Abundance	ERR6910948_genefamilies_ko_Abundance	ERR6910950_genefamilies_ko_Abundance	ERR6910952_genefamilies_ko_Abundance	ERR6910953_genefamilies_ko_Abundance	ERR6910955_genefamilies_ko_Abundance	ERR6910956_genefamilies_ko_Abundance	ERR6910957_genefamilies_ko_Abundance	ERR6910958_genefamilies_ko_Abundance	ERR6910959_genefamilies_ko_Abundance	ERR6910960_genefamilies_ko_Abundance	ERR6910961_genefamilies_ko_Abundance	ERR6910962_genefamilies_ko_Abundance	ERR6910963_genefamilies_ko_Abundance	ERR6910964_genefamilies_ko_Abundance	ERR6910965_genefamilies_ko_Abundance	ERR6910966_genefamilies_ko_Abundance	ERR6910967_genefamilies_ko_Abundance	ERR6910968_genefamilies_ko_Abundance	ERR6910969_genefamilies_ko_Abundance	ERR6910970_genefamilies_ko_Abundance	ERR6910971_genefamilies_ko_Abundance	ERR6910972_genefamilies_ko_Abundance	ERR6910973_genefamilies_ko_Abundance	ERR6910974_genefamilies_ko_Abundance	ERR6910975_genefamilies_ko_Abundance	ERR6910976_genefamilies_ko_Abundance	ERR6910977_genefamilies_ko_Abundance	ERR6910978_genefamilies_ko_Abundance	ERR6910979_genefamilies_ko_Abundance	ERR6910980_genefamilies_ko_Abundance	ERR6910981_genefamilies_ko_Abundance	ERR6910982_genefamilies_ko_Abundance	ERR6910983_genefamilies_ko_Abundance	ERR6910984_genefamilies_ko_Abundance	ERR6910985_genefamilies_ko_Abundance	ERR6910986_genefamilies_ko_Abundance	ERR6910987_genefamilies_ko_Abundance	ERR6910988_genefamilies_ko_Abundance	ERR6910989_genefamilies_ko_Abundance	ERR6910990_genefamilies_ko_Abundance	ERR6910991_genefamilies_ko_Abundance	ERR6910992_genefamilies_ko_Abundance	ERR6910993_genefamilies_ko_Abundance	ERR6910994_genefamilies_ko_Abundance	ERR6910995_genefamilies_ko_Abundance	ERR6910996_genefamilies_ko_Abundance	ERR6910997_genefamilies_ko_Abundance	ERR6910998_genefamilies_ko_Abundance	ERR6910999_genefamilies_ko_Abundance	ERR6911000_genefamilies_ko_Abundance	ERR6911001_genefamilies_ko_Abundance	ERR6911002_genefamilies_ko_Abundance	ERR6911003_genefamilies_ko_Abundance	ERR6911004_genefamilies_ko_Abundance	ERR6911005_genefamilies_ko_Abundance	ERR6911008_genefamilies_ko_Abundance	ERR6911009_genefamilies_ko_Abundance	ERR6911010_genefamilies_ko_Abundance	ERR6911011_genefamilies_ko_Abundance	ERR6911012_genefamilies_ko_Abundance	ERR6911013_genefamilies_ko_Abundance	ERR6911014_genefamilies_ko_Abundance	ERR6911015_genefamilies_ko_Abundance	ERR6911016_genefamilies_ko_Abundance
ko00190: Oxidative phosphorylation	238.3238104191	353.3570101077	366.6597240372	366.0751685687	156.9331750324	282.6384642710	255.4375106813	531.1793522953	212.9450800759	240.9246917956	295.5552551203	257.7578587483	257.4999106850	253.5183659109	263.4206893047	188.3675384476	390.1074639609	273.7453489703	160.6802828956	317.0068952449	327.0019957135	394.7040275705	154.7483041349	197.2359288435	232.0506784901	288.7239557844	225.4081858984	390.5169748293	312.8804590340	350.3577701844	245.4798784648	209.3070443942	244.8156076599	303.0976357607	170.3438157536	187.0474194590	422.9531579014	225.4445615416	437.5674438980	236.6848079037	364.3571626390	232.1536676509	262.9599694580	234.5088174736	360.6134452784	445.5706552065	245.4546709575	503.6638685397	351.1288553709	455.5341425117	238.7588759210	413.8820113063	416.3671644999	580.3468608488	391.5984421790	233.9644436949	435.9814159898	354.1602779597	377.8987896403	249.2628915694	459.1783500223	178.4600944789	322.3648023473	314.9106956037	206.0561285891	385.4422358099	235.4417231746	259.3366217646	247.4923787293	262.3134762093	571.2244767351	271.4419506096	291.2056457912	204.6212603152	358.5257004387	338.8242320489	206.4403605902	209.2081323328	322.0340241603	285.5267407880	218.8934356574	301.5339205930	217.4717737512	297.5843421034	185.2540901450	179.6718527973	168.3634489624	182.3619510821	308.5786800114	541.3764490107	195.2312868891	278.0839129759	299.3945610522	396.9727616989	261.8153303611
ko00240: Pyrimidine metabolism	565.3013791120	0	0	884.7310542851	0	929.1175784599	0	1561.8291398812	0	0	0	0	0	578.1177208368	0	0	0	616.2573678821	0	0	0	997.3385693199	0	0	0	0	0	0	0	0	615.8915694028	475.3238253329	0	0	0	0	690.0649742097	0	0	644.3795527048	0	600.2021169702	619.3908855943	0	0	898.8224926424	0	0	0	1063.1304607099	0	971.3304990255	1143.2623147179	1495.9184324015	0	0	0	991.9681623927	0	0	886.0804604308	449.2250277242	0	0	0	0	601.4602502237	540.4276606897	0	0	0	0	825.5174784569	466.8256875538	0	0	0	0	696.0259293988	0	0	0	0	651.6992870877	451.8974660691	0	0	0	0	1165.0165563094	0	0	0	0	569.3956344904
ko00250: Alanine, aspartate and glutamate metabolism	0	0	0	0	0	0	0	1469.0077914641	0	0	0	0	0	704.3150723016	0	0	0	0	0	0	0	1091.3321978762	0	0	0	0	0	756.7583397687	0	0	0	0	0	0	0	0	695.8585688841	0	903.8712861985	0	0	0	663.3584086388	0	0	1015.7852357922	0	0	0	0	0	0	1269.2645142548	1744.2200448734	0	0	0	0	0	0	1055.2359967534	0	0	0	0	0	690.5006641477	0	0	0	0	0	0	0	0	0	0	0	889.1760852598	0	0	0	0	0	0	0	0	0	0	1414.8193561345	0	0	0	0	660.6578467831
ko00290: Valine, leucine and isoleucine biosynthesis	1093.8598241142	1371.6014396358	1518.6256497788	1689.5081289962	946.2017357627	1926.8605519184	1304.2553332223	832.4266181110	994.4126732173	1123.3923117085	2102.7525002863	1507.2526223822	937.8056000813	1088.1226876561	1431.3264675566	870.9970680496	2380.5177196080	1168.5868127355	891.9724740568	2091.6148623221	2190.6636162018	1818.3508563923	536.2605188186	909.4259751483	1130.5031150083	1054.0256658061	1338.4024942542	1332.4163464898	1461.6604212656	2061.0078079924	1369.7501139395	902.6827001208	1187.4165137725	1977.0470236058	890.5423666387	1174.9017205515	1177.5247045734	1741.4009554975	1240.2825136327	1068.6172891318	1369.9416115645	1045.5526467316	1080.9640910110	1439.1149946329	1058.7343592947	1740.0102263897	1182.7449781622	1024.1908822000	1621.6674738282	2045.2270848676	936.0078429391	1566.5740789441	1997.7462588846	3305.9015425523	1569.0101347893	1276.6962535234	1052.2427163131	1925.6881281277	2237.9491549027	1115.1357152978	1620.4825786373	1094.7259008027	2083.0928345959	1609.3612245545	895.0220563155	1404.5591432115	1533.3202672345	1140.9148128915	761.1359680021	1356.5502540937	4975.1864222753	653.6436856738	1850.7225750763	839.3208146644	1932.7904641797	1980.4024491003	1380.5327633524	816.9124015434	1474.5513658391	1083.2018221728	847.3692798288	1524.3450717009	1092.6521285969	977.3013753150	1182.5615267739	865.0223911579	720.9325031711	888.1664197012	2874.8550795521	2510.0373817624	1157.9887141116	1382.6838554177	1640.5242875882	2918.9789399864	1183.2015145905
ko00300: Lysine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.8153167633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770.7005607023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00340: Histidine metabolism	417.4886572421	0	0	935.2145510702	0	780.5708972227	0	0	0	0	919.6510496617	502.7681416938	428.6026951363	406.1557701471	0	254.7316371645	846.4515111808	422.7012610422	0	772.1262959549	0	0	252.9512007841	0	0	506.9517544655	0	0	351.3344888609	879.3608284760	0	349.7773521571	527.1057474199	0	0	0	0	0	669.2931413658	413.6318562524	626.9533916082	0	0	0	0	793.7355870107	0	0	0	0	0	0	0	0	690.5725768699	479.8282822366	380.7012166532	595.0282634762	0	0	800.9828309699	0	0	0	327.9464220660	644.3731459254	0	330.8235565406	402.0431763048	0	1995.6984774218	0	0	0	638.2718063164	813.6317661086	0	0	0	382.3262014036	0	0	0	492.0640615332	0	265.7053849574	0	281.0938975913	0	1072.4326157016	0	0	520.0092843364	0	515.5253073607
ko00350: Tyrosine metabolism	55.0732026525	0	71.3377270264	95.5986126569	0	0	0	0	32.9759162198	0	0	53.0820930636	42.4084002872	59.0131652484	0	45.3267892078	83.6719866059	90.2532534807	43.7367824756	81.6648365554	68.9439689026	97.3993541335	39.5502002205	0	55.4159103278	34.1140551520	0	0	73.4130573080	99.0382905971	0	41.8668520692	52.2691796011	87.0007711850	36.7269428233	0	0	71.2292294745	72.0577272641	0	87.8854084684	0	58.7018770346	62.1694189121	0	110.9322640385	51.5704456238	0	70.9529920557	98.1082511745	58.7517290374	129.1494445994	140.8043409488	162.4913411055	81.5984395470	56.1261165285	85.0773311739	0	106.3055524968	77.7763059314	85.7372178406	0	100.2743632674	74.5646480843	0	81.0699874518	0	0	46.2151211260	68.5630486694	175.2870185498	0	0	0	75.1577999589	0	54.4628369428	38.5140262769	0	0	0	81.2206891213	56.7420519083	65.8778051247	70.0923542682	45.4139757166	38.7497106922	46.6804258899	147.3198752820	0	67.8431539500	0	77.0516694839	102.6833402297	64.6563392754
ko00400: Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481.4145569792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00430: Taurine and hypotaurine metabolism	205.0640161017	0	0	209.9207946744	128.6275085962	234.6138258950	0	684.4262813111	0	0	0	315.2327764345	0	186.6385565221	0	0	0	155.9159648520	0	0	0	398.4766369919	0	0	0	0	0	116.8960472940	0	321.2673495227	182.7614354064	144.7702337020	221.5744883273	262.1651359861	0	0	226.4297887098	0	226.6825234505	251.2262525916	251.9285731353	112.4478971710	0	0	0	362.7311531295	118.5401409010	0	0	429.0215870803	0	276.1973214794	397.1585427406	460.1075379262	0	136.9210878088	114.2559102348	204.2767402793	0	0	354.9693072875	91.9774396395	0	0	0	0	116.5844601223	155.2616204211	0	0	0	0	190.1446359642	115.8465831935	226.4615125822	0	0	0	263.9715117748	0	0	0	0	182.7619892423	119.2065523580	0	104.9633842496	122.6284695235	0	0	0	0	0	0	176.8326478315
ko00440: Phosphonate and phosphinate metabolism	50.3343710401	123.2897193117	0	93.5887495998	38.2537113942	129.5050157842	43.2361293337	98.2681318595	0	30.9531006555	77.7667190407	38.4455290782	92.9994260533	67.8680285686	0	0	45.3722681670	114.5165008869	19.9968983908	72.6917240588	0	0	59.5393337132	0	0	89.8562504498	0	65.9558813261	74.6186774677	108.5652832965	73.4127033527	41.9946374839	41.8684365365	81.8680819994	0	48.6272437149	44.8775260670	0	108.7520273482	92.1726695734	102.8407311677	66.5499060403	70.7633660965	0	0	124.4666696789	0	0	0	71.1785946850	0	85.1423829001	97.5144169515	136.6510740950	89.1731417643	58.2427764971	139.1684511195	134.5828287119	0	70.9792374812	110.5024472628	0	84.6612143471	0	42.4600667489	92.7736231000	33.2779779454	64.7341007622	64.5230615200	49.9856154830	76.7563405290	0	52.0645626843	62.6808976199	61.1776916269	153.4387973397	43.6872602859	0	91.0254672516	49.6743862759	61.3972711926	0	51.5973810948	88.8954337899	27.7866521950	58.1668929438	47.4919485342	56.7420541772	34.7112126841	176.6663774337	53.9978760630	123.3190837545	76.0066335132	52.3524243396	81.8879578895
